GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,Gene.name
ENSG00000263002,19,44645710,44664462,18,4,309699,-0.79037,0.78534,ZNF234
ENSG00000107331,9,139901679,139923374,25,8,322020,-0.79045,0.78537,ABCA2
ENSG00000215210,9,30689103,30690270,79,32,332606,-0.79044,0.78537,RBMXP2
ENSG00000102606,13,111766966,111958084,611,82,335512,-0.79054,0.78539,ARHGEF7
ENSG00000227094,1,162286642,162287584,6,4,309261,-0.79054,0.78539,RP11-565P22.2
ENSG00000282206,3,195362059,195363172,3,1,286429,-0.79051,0.78539,NA
ENSG00000267182,16,5339201,5339410,212,38,325447,-0.79055,0.7854,RP11-382N13.5
ENSG00000261789,16,4610002,4611663,11,5,321136,-0.79058,0.78541,RP11-709D24.5
ENSG00000272931,1,90285733,90286427,2,1,355940,-0.7906,0.78541,RP5-943J3.2
ENSG00000156467,8,97238148,97247862,21,4,325798,-0.79074,0.78545,UQCRB
ENSG00000231902,9,7960413,7961080,9,5,346220,-0.79074,0.78545,RP11-29B9.2
ENSG00000105352,19,42125344,42133442,10,4,349162,-0.79091,0.7855,CEACAM4
ENSG00000095906,16,1832902,1839192,21,6,343916,-0.79107,0.78555,NUBP2
ENSG00000237365,1,7068436,7074339,66,14,305635,-0.79114,0.78557,RP11-334N17.1
ENSG00000112280,6,70924764,71012786,103,28,311262,-0.79117,0.78558,COL9A1
ENSG00000256331,12,7756946,7757810,14,5,304417,-0.79123,0.7856,NIFKP3
ENSG00000243613,1,153719327,153723703,2,1,349782,-0.79132,0.78562,RP11-216N14.8
ENSG00000237271,2,205092860,205099708,6,2,316364,-0.79136,0.78563,AC009498.1
ENSG00000256951,15,29034345,29034632,15,4,287099,-0.79148,0.78567,AC055876.1
ENSG00000235820,20,5514274,5516535,10,4,355843,-0.79153,0.78568,RP5-1022P6.5
ENSG00000114904,3,52742465,52804965,49,14,337703,-0.79155,0.78569,NEK4
ENSG00000243721,11,43740226,43740696,1,1,357060,-0.79159,0.7857,RP11-472I20.1
ENSG00000177692,21,34857837,34864027,36,11,304376,-0.79165,0.78572,DNAJC28
ENSG00000270577,7,40155284,40155542,3,2,330458,-0.79164,0.78572,RP5-1147A1.1
ENSG00000234692,9,118014817,118016530,9,4,348946,-0.79172,0.78574,RP11-445L6.3
ENSG00000228783,9,1011085,1011799,51,12,333252,-0.79174,0.78575,RP11-147I11.1
ENSG00000201151,20,33704939,33705010,10,2,263968,-0.79188,0.78579,SNORD56
ENSG00000101457,20,44420576,44440066,37,5,318194,-0.79207,0.78584,DNTTIP1
ENSG00000256001,12,127629617,127631077,44,15,341561,-0.79207,0.78584,RP11-575F12.2
ENSG00000253963,22,23215391,23215619,1,1,286429,-0.79228,0.7859,IGLV3-2
ENSG00000206187,15,26147507,26298267,22,9,305212,-0.79235,0.78592,RP11-1084I9.1
ENSG00000276131,16,58426057,58426711,7,3,248988,-0.79236,0.78593,NA
ENSG00000257998,12,75121818,75122631,13,5,237873,-0.79241,0.78594,RP11-361A23.3
ENSG00000259573,15,60257141,60258283,16,4,311706,-0.79243,0.78594,NMNAT1P5
ENSG00000270976,1,107322845,107323057,5,1,343739,-0.79243,0.78594,RP11-110F24.1
ENSG00000259285,15,58357423,58363241,148,27,325755,-0.79246,0.78595,CTD-2330J20.2
ENSG00000272910,3,179301050,179301550,8,4,257885,-0.79244,0.78595,RP11-15L13.4
ENSG00000232633,5,112658725,112772871,59,19,325697,-0.79257,0.78599,CTD-2201G3.1
ENSG00000186009,13,114303119,114312501,85,23,335599,-0.79263,0.786,ATP4B
ENSG00000061918,4,156680144,156728743,97,22,284217,-0.79264,0.78601,GUCY1B3
ENSG00000234737,3,32300432,32301722,98,21,332071,-0.79272,0.78603,KRT18P15
ENSG00000272677,4,83295454,83305180,4,2,321084,-0.79272,0.78603,RP11-127B20.3
ENSG00000115233,2,162164549,162268228,2,1,356501,-0.79275,0.78604,PSMD14
ENSG00000143314,1,156707095,156710923,6,3,333988,-0.79287,0.78607,MRPL24
ENSG00000196943,14,24769068,24778330,23,7,318573,-0.79285,0.78607,NOP9
ENSG00000228526,1,9208070,9257042,42,20,328540,-0.79286,0.78607,RP3-510D11.1
ENSG00000233143,2,218147462,218200843,103,17,343461,-0.79289,0.78608,AC009492.1
ENSG00000136048,12,102271129,102317401,154,38,340847,-0.79291,0.78609,DRAM1
ENSG00000232947,6,15995175,16000028,17,5,312185,-0.79295,0.7861,RP11-401E14.2
ENSG00000160973,8,145698795,145701718,11,4,277156,-0.79304,0.78612,FOXH1
ENSG00000233184,1,101491434,101552824,16,5,307221,-0.79304,0.78612,RP11-421L21.3
ENSG00000224039,3,16734252,16735709,12,5,326585,-0.7931,0.78614,AC091493.1
ENSG00000167769,19,6306153,6333640,118,23,327902,-0.79313,0.78615,ACER1
ENSG00000205786,19,35890413,35910287,80,20,330153,-0.79329,0.78619,AC002511.1
ENSG00000269235,19,52452387,52484620,18,4,345300,-0.79329,0.7862,HCCAT3
ENSG00000275406,1,226519700,226521356,52,15,339353,-0.79333,0.78621,NA
ENSG00000104903,19,13209847,13213681,9,4,329863,-0.79337,0.78622,LYL1
ENSG00000225133,13,41773968,41774943,6,2,250431,-0.79338,0.78622,MORF4L1P4
ENSG00000169436,8,139600478,139926236,1278,199,306278,-0.79347,0.78625,COL22A1
ENSG00000181562,14,21214051,21216539,23,5,355514,-0.79354,0.78627,EDDM3A
ENSG00000267137,17,59537585,59540745,2,1,319035,-0.79359,0.78628,RP11-15K2.2
ENSG00000207775,6,18572015,18572111,20,8,337752,-0.79363,0.78629,MIR548A1
ENSG00000245688,5,177865682,177870095,8,3,310304,-0.79363,0.7863,CTB-26E19.1
ENSG00000260439,16,971033,984495,65,20,311921,-0.79376,0.78633,LA16c-366D3.1
ENSG00000214825,3,44566236,44567297,67,13,263360,-0.79379,0.78634,EI24P3
ENSG00000252765,1,101598709,101598895,6,2,249847,-0.7939,0.78637,SCARNA16
ENSG00000224184,2,11988748,12718474,636,92,313709,-0.79394,0.78638,AC096559.1
ENSG00000207201,8,23934510,23934671,19,3,310678,-0.794,0.7864,RNU1-148P
ENSG00000218713,6,53071396,53073495,34,5,336256,-0.79398,0.7864,RP1-34L19.1
ENSG00000249332,5,15112486,15117116,15,3,337426,-0.79399,0.7864,RP1-251I12.1
ENSG00000259678,15,51706294,51791030,8,5,265526,-0.79403,0.78641,RP11-707P17.1
ENSG00000260729,15,72577068,72668322,7,2,345625,-0.79419,0.78646,RP11-106M3.2
ENSG00000254224,8,97247655,97250262,5,3,340439,-0.79425,0.78647,KB-1043D8.6
ENSG00000264975,2,52929660,52929753,101,26,323882,-0.79425,0.78647,MIR4431
ENSG00000254626,11,112658027,112666577,72,13,306168,-0.79429,0.78649,RP11-27G22.1
ENSG00000136014,12,95910336,95945266,34,15,307973,-0.79439,0.78651,USP44
ENSG00000171368,5,659977,693510,204,59,305756,-0.79455,0.78656,TPPP
ENSG00000212182,2,114763018,114763232,6,3,306147,-0.79458,0.78657,U3
ENSG00000267177,18,13234944,13236469,39,14,301129,-0.79458,0.78657,RP11-756J15.3
ENSG00000139579,12,56618109,56623638,11,6,269986,-0.7946,0.78658,NABP2
ENSG00000235056,2,195868435,195891094,15,5,351693,-0.7946,0.78658,AC010983.1
ENSG00000280660,10,95522210,95531748,50,10,330409,-0.79462,0.78658,NA
ENSG00000229578,13,62577658,62603681,11,3,277097,-0.79492,0.78667,LINC00358
ENSG00000283167,2,111093102,111106521,41,11,340032,-0.79503,0.7867,NA
ENSG00000111432,12,130647004,130650285,22,9,321839,-0.79511,0.78672,FZD10
ENSG00000261020,17,21919351,21924060,81,20,303150,-0.79511,0.78672,RP11-744K17.1
ENSG00000196730,9,90112143,90323548,131,23,334079,-0.79513,0.78673,DAPK1
ENSG00000280213,20,62584737,62588338,11,4,313984,-0.79523,0.78676,NA
ENSG00000253026,6,53018593,53018696,10,2,324876,-0.79527,0.78677,RNU6-464P
ENSG00000203395,2,68588346,68592716,156,14,334764,-0.7953,0.78678,AC015969.3
ENSG00000202273,7,6252269,6252371,7,4,352857,-0.7954,0.78681,Y_RNA
ENSG00000204291,9,101705921,101833074,134,20,348657,-0.79539,0.78681,COL15A1
ENSG00000231888,3,176728507,176728855,15,5,350339,-0.7954,0.78681,MTND5P15
ENSG00000255700,12,65528468,65529053,7,3,212179,-0.79544,0.78682,APOOP3
ENSG00000203809,6,105312339,105389322,10,4,353103,-0.79551,0.78684,LINC00577
ENSG00000244067,6,52614887,52628367,252,22,322673,-0.7955,0.78684,GSTA2
ENSG00000179967,4,140036084,140036528,4,2,192145,-0.79564,0.78688,PPP1R14BP3
ENSG00000261114,16,56974940,56975638,6,2,355676,-0.79566,0.78688,RP11-325K4.2
ENSG00000229231,21,15134659,15136653,37,16,258205,-0.79576,0.78691,FEM1AP1
ENSG00000269893,4,119199864,119200978,37,10,298100,-0.79604,0.78699,SNHG8
ENSG00000157500,3,57261765,57307496,159,34,317388,-0.79604,0.787,APPL1
ENSG00000007168,17,2497040,2588909,89,22,332567,-0.7962,0.78704,PAFAH1B1
ENSG00000226961,2,11491753,11492244,12,4,296054,-0.79636,0.78709,AC018463.5
ENSG00000116544,1,35331037,35395186,31,10,269895,-0.79641,0.7871,DLGAP3
ENSG00000164199,5,89854614,90460254,369,65,321841,-0.79644,0.78711,GPR98
ENSG00000247317,8,144063155,144099854,22,4,348833,-0.79642,0.78711,RP11-273G15.2
ENSG00000119431,9,116135699,116139279,39,7,317338,-0.79649,0.78713,HDHD3
ENSG00000224235,1,88365592,88371397,12,2,350102,-0.79652,0.78713,RP5-1027O11.1
ENSG00000230681,19,43807323,43808675,21,3,339233,-0.79655,0.78714,CEACAMP4
ENSG00000188783,1,203444956,203460480,164,58,307535,-0.79661,0.78716,PRELP
ENSG00000240033,3,166552809,166562744,97,21,293607,-0.79665,0.78717,RP11-12K11.2
ENSG00000280280,17,2363477,2363588,1,1,70570,-0.79674,0.7872,NA
ENSG00000259466,15,62374649,62375504,14,4,310489,-0.79676,0.78721,NPM1P47
ENSG00000273255,11,56823062,56823607,10,3,299000,-0.79679,0.78721,OR5BP1P
ENSG00000260552,18,33759959,33767411,15,6,352228,-0.79699,0.78727,RP11-49I11.1
ENSG00000234206,6,107831007,107832925,12,4,318821,-0.79704,0.78729,RP1-67A8.3
ENSG00000237473,3,172871527,173054755,5,2,342083,-0.79706,0.78729,RP11-324C10.1
ENSG00000176749,17,30813637,30818274,8,4,272806,-0.79711,0.78731,CDK5R1
ENSG00000222150,7,116584340,116584468,35,7,291415,-0.79711,0.78731,RNA5SP239
ENSG00000232788,2,173328990,173330750,131,18,323975,-0.79721,0.78734,AC078883.3
ENSG00000235779,2,305111,314367,31,13,284959,-0.79729,0.78736,AC079779.5
ENSG00000163171,2,37869025,37899678,84,18,306042,-0.79734,0.78737,CDC42EP3
ENSG00000183691,17,54671060,54672951,111,13,327555,-0.79745,0.78741,NOG
ENSG00000261535,7,101796635,101797743,22,9,337997,-0.79758,0.78744,CTA-305I2.1
ENSG00000115665,2,108602979,108630450,52,11,294887,-0.79761,0.78745,SLC5A7
ENSG00000266074,17,79369275,79433358,75,27,278717,-0.79765,0.78746,BAHCC1
ENSG00000130348,6,107077453,107116292,22,7,335054,-0.79776,0.78749,QRSL1
ENSG00000117133,1,84944942,84963473,18,8,319598,-0.79777,0.7875,RPF1
ENSG00000268655,19,49520753,49523780,13,3,310823,-0.79782,0.78751,CTB-60B18.10
ENSG00000271978,6,5031990,5054657,20,6,346777,-0.7979,0.78754,RP11-428J1.4
ENSG00000150672,11,83166055,85338314,446,106,318127,-0.79794,0.78755,DLG2
ENSG00000244414,1,196788887,196801319,36,8,301773,-0.79798,0.78756,CFHR1
ENSG00000117228,1,89518002,89531043,89,14,331450,-0.79801,0.78757,GBP1
ENSG00000166311,11,6411661,6416225,129,41,304585,-0.79803,0.78757,SMPD1
ENSG00000166946,15,43477455,43489374,16,5,354874,-0.79802,0.78757,CCNDBP1
ENSG00000203907,6,74078278,74104816,10,4,346821,-0.79807,0.78759,OOEP
ENSG00000168936,4,1717679,1723085,27,5,346033,-0.79829,0.78765,TMEM129
ENSG00000121481,1,185014496,185071740,22,8,310594,-0.79832,0.78766,RNF2
ENSG00000225121,6,64190039,64191781,12,3,299614,-0.79837,0.78767,EEF1B2P5
ENSG00000260662,16,32471587,32471683,10,5,258037,-0.79839,0.78768,RP11-626K17.2
ENSG00000225619,2,2323004,2330882,14,5,220471,-0.79862,0.78774,MYT1L-AS1
ENSG00000166013,11,89575165,89584138,13,3,310070,-0.79864,0.78775,TRIM53BP
ENSG00000238324,7,102497897,102498202,17,3,356006,-0.79872,0.78777,RN7SKP198
ENSG00000258593,14,105324129,105325173,4,2,236421,-0.79874,0.78778,CTD-3051D23.4
ENSG00000260922,16,77268774,77324831,308,30,335607,-0.79873,0.78778,RP11-538I12.3
ENSG00000263897,9,137271257,137271318,45,9,310835,-0.79886,0.78781,MIR4669
ENSG00000171045,8,143293441,143484601,1222,173,310508,-0.79895,0.78784,TSNARE1
ENSG00000163945,4,1341054,1381732,53,12,318489,-0.79903,0.78786,UVSSA
ENSG00000272455,1,1344476,1345998,15,4,294718,-0.79902,0.78786,RP4-758J18.13
ENSG00000222543,10,25682486,25682773,9,3,340671,-0.79905,0.78787,RN7SKP220
ENSG00000232621,1,207399143,207402547,1,1,356872,-0.79916,0.7879,C4BPAP2
ENSG00000128805,10,49654077,49860661,421,67,332695,-0.79923,0.78792,ARHGAP22
ENSG00000259657,15,59968956,59969520,13,2,324008,-0.79922,0.78792,PIGHP1
ENSG00000249363,5,145107923,145108912,11,1,329918,-0.79927,0.78793,CTB-78O21.1
ENSG00000206744,5,82999267,82999362,25,15,300278,-0.79949,0.788,RNU6-620P
ENSG00000165643,9,138585253,138591374,48,12,306557,-0.79952,0.78801,SOHLH1
ENSG00000252202,5,179274035,179274130,7,3,354938,-0.79957,0.78802,Y_RNA
ENSG00000224731,2,80255138,80257677,5,3,236614,-0.79961,0.78803,AC016716.2
ENSG00000282879,7,56804089,56804283,143,20,330721,-0.79959,0.78803,NA
ENSG00000268823,19,22786071,22791303,16,4,354571,-0.79964,0.78804,CTC-457E21.6
ENSG00000254240,22,23057775,23057904,28,3,295989,-0.79972,0.78806,IGLVI-20
ENSG00000280438,5,8717796,8717995,140,20,330079,-0.79971,0.78806,NA
ENSG00000231976,10,26936915,26942383,22,2,316074,-0.79987,0.78811,LINC00202-2
ENSG00000122741,9,37800499,37867663,189,53,320142,-0.79993,0.78812,DCAF10
ENSG00000219492,4,9385743,9390709,415,37,300850,-0.80008,0.78817,RP11-1396O13.13
ENSG00000231961,20,5945826,5946157,3,2,239149,-0.8001,0.78817,RP5-967N21.7
ENSG00000181214,11,124095437,124096344,14,3,274599,-0.8003,0.78823,OR8G2P
ENSG00000101276,20,740724,756658,71,19,333578,-0.80032,0.78824,SLC52A3
ENSG00000239145,7,137805834,137805937,2,1,354262,-0.80044,0.78827,snoU13
ENSG00000270228,4,68584714,68589980,13,2,333902,-0.80042,0.78827,RP11-453E17.3
ENSG00000225418,10,5164279,5177418,29,4,336226,-0.80047,0.78828,AKR1C5P
ENSG00000224122,7,39444197,39445945,7,2,274019,-0.80059,0.78832,POU6F2-AS1
ENSG00000164096,4,120217574,120225600,81,23,343336,-0.80063,0.78833,C4orf3
ENSG00000244571,3,162833217,162833974,13,6,306761,-0.80064,0.78833,RP11-535I24.2
ENSG00000248199,5,61173936,61181956,26,8,330601,-0.80064,0.78833,CTD-2244C20.2
ENSG00000171505,9,125288637,125289575,15,3,304364,-0.80073,0.78835,OR1N1
ENSG00000260444,15,28810132,28810298,2,1,286429,-0.80076,0.78837,RP11-483E23.7
ENSG00000196549,3,154741913,154901518,37,19,311338,-0.8008,0.78838,MME
ENSG00000250529,5,5069305,5078424,9,2,340270,-0.80086,0.78839,CTD-2247C11.5
ENSG00000260030,12,54148142,54155888,43,16,306307,-0.80091,0.78841,RP11-686F15.2
ENSG00000202146,12,54492975,54493086,69,18,321983,-0.80102,0.78844,Y_RNA
ENSG00000268744,19,12490003,12512088,12,2,343213,-0.80109,0.78846,CTD-3105H18.14
ENSG00000271011,2,179441830,179442349,2,1,353325,-0.80112,0.78847,RP11-171I2.5
ENSG00000250481,5,4974803,5034380,8,3,353836,-0.80133,0.78853,CTD-2247C11.1
ENSG00000179603,7,126078652,126893348,315,35,341969,-0.80137,0.78854,GRM8
ENSG00000105058,19,16296191,16302857,58,17,338969,-0.80141,0.78855,FAM32A
ENSG00000278610,1,222988406,223168248,14,2,349290,-0.80142,0.78856,NA
ENSG00000280152,16,75279892,75283975,32,6,321012,-0.80151,0.78858,NA
ENSG00000261019,7,42940871,42942238,9,2,349201,-0.80156,0.7886,RP11-111K18.2
ENSG00000251137,3,138800496,138801219,81,20,341215,-0.80164,0.78862,RPL7L1P7
ENSG00000227620,11,67552744,67559806,11,2,319262,-0.80177,0.78866,ALG1L8P
ENSG00000229390,6,29938578,29940241,71,14,328649,-0.80193,0.7887,MICD
ENSG00000248943,5,177228205,177230345,56,6,344454,-0.80193,0.7887,RP11-1026M7.3
ENSG00000185821,12,55820038,55820976,6,2,344583,-0.80195,0.78871,OR6C76
ENSG00000269564,19,54292036,54292422,18,7,289218,-0.80216,0.78877,AC008753.4
ENSG00000124257,20,44517273,44519926,4,2,268712,-0.80221,0.78878,NEURL2
ENSG00000238908,20,39482759,39482869,8,3,339615,-0.80222,0.78879,RNA5SP484
ENSG00000236099,2,27381431,27382097,7,3,353614,-0.80238,0.78883,AC013403.13
ENSG00000145907,5,151151471,151192346,90,23,296845,-0.8024,0.78884,G3BP1
ENSG00000185775,9,43624507,43630730,16,4,286429,-0.80243,0.78885,SPATA31A6
ENSG00000254993,11,49138571,49146122,128,21,327690,-0.80248,0.78886,RP11-107P7.5
ENSG00000128683,2,171673072,171717661,196,42,337293,-0.8026,0.7889,GAD1
ENSG00000227802,2,234651396,234652661,53,8,328176,-0.80265,0.78891,DNAJB3
ENSG00000280160,16,31105048,31107265,7,2,270990,-0.80276,0.78894,NA
ENSG00000110536,11,47586982,47593912,82,8,326484,-0.80281,0.78896,PTPMT1
ENSG00000218454,17,20674371,20674740,7,1,342105,-0.8029,0.78898,HNRNPA1P19
ENSG00000075785,3,128444965,128533639,128,32,321277,-0.80291,0.78899,RAB7A
ENSG00000231810,9,111583977,111584284,18,7,352402,-0.80297,0.789,RPL36AP35
ENSG00000238831,12,9362159,9362217,1,1,356851,-0.80296,0.789,RNU7-189P
ENSG00000244676,21,19165805,19183162,25,4,329131,-0.80307,0.78903,AL109761.5
ENSG00000134490,18,20875981,21017869,347,43,332815,-0.80315,0.78906,TMEM241
ENSG00000264703,19,54785964,54786035,15,5,227117,-0.80322,0.78908,MIR4752
ENSG00000225701,7,88078103,88078332,10,5,325346,-0.8033,0.7891,EIF4A1P13
ENSG00000232505,6,29191750,29258217,15,6,272133,-0.80337,0.78912,XXbac-BPG308J9.3
ENSG00000201499,2,201746438,201746544,40,11,319247,-0.80346,0.78915,RNU6-312P
ENSG00000235940,10,21093222,21093506,7,3,305365,-0.80347,0.78915,MTND1P21
ENSG00000279430,1,159879884,159880344,3,1,311975,-0.80348,0.78915,NA
ENSG00000214252,7,100930763,100933052,178,38,334811,-0.80351,0.78916,AZGP1P2
ENSG00000265976,17,29902288,29902377,5,3,312500,-0.8035,0.78916,MIR4725
ENSG00000221510,7,102046189,102046302,3,1,357027,-0.80353,0.78917,MIR548O
ENSG00000267510,19,9402191,9405158,8,3,222187,-0.80356,0.78917,CTC-325H20.4
ENSG00000153922,5,98189689,98264661,272,23,331336,-0.80357,0.78918,CHD1
ENSG00000163541,2,84650647,84686604,61,18,308725,-0.80364,0.7892,SUCLG1
ENSG00000105609,19,54753289,54761164,37,12,305463,-0.8037,0.78921,LILRB5
ENSG00000249928,5,14874509,14874820,8,3,329804,-0.80367,0.78921,UQCRBP3
ENSG00000264229,2,122288457,122288583,22,3,326127,-0.80372,0.78922,RNU4ATAC
ENSG00000283361,13,114944806,114988559,8,4,356147,-0.80373,0.78922,NA
ENSG00000213471,15,90792762,90808199,20,2,306288,-0.80387,0.78926,TTLL13
ENSG00000196670,5,180274615,180288277,53,20,283401,-0.80397,0.78929,ZFP62
ENSG00000247049,5,180651646,180657685,11,4,241539,-0.80405,0.78932,CTC-338M12.7
ENSG00000177380,19,49622646,49654283,25,9,297797,-0.80411,0.78933,PPFIA3
ENSG00000232693,2,65600834,65607819,17,4,356567,-0.8041,0.78933,AC012370.2
ENSG00000283411,9,140500196,140605470,11,3,342404,-0.80409,0.78933,NA
ENSG00000112234,6,99316414,99395882,26,6,340917,-0.8042,0.78936,FBXL4
ENSG00000274242,10,25532990,25533783,4,1,341125,-0.80432,0.78939,NA
ENSG00000211483,3,142884490,142884579,34,9,343365,-0.80434,0.7894,AC018450.1
ENSG00000230250,1,56381280,56410647,12,2,348962,-0.80434,0.7894,RP11-90C4.2
ENSG00000239964,6,36489968,36490275,6,2,295372,-0.80434,0.7894,RN7SL748P
ENSG00000263637,18,66420416,66421820,8,3,347400,-0.80439,0.78941,RP11-106E15.1
ENSG00000169962,1,1266694,1270686,22,8,303740,-0.80443,0.78943,TAS1R3
ENSG00000202386,6,106897256,106897372,20,4,353977,-0.80448,0.78944,RNA5SP211
ENSG00000260520,16,71547766,71551752,18,8,318529,-0.80461,0.78948,RP11-510M2.6
ENSG00000224219,2,194595279,194595413,3,2,257311,-0.8047,0.7895,AC074290.1
ENSG00000257585,14,36539633,36634494,8,3,284352,-0.80479,0.78953,LINC00609
ENSG00000280780,5,146939557,147041572,15,8,295101,-0.80486,0.78955,NA
ENSG00000137692,11,102932808,102962944,5,2,356902,-0.80498,0.78958,DCUN1D5
ENSG00000159840,7,143078173,143088204,12,6,315363,-0.805,0.78959,ZYX
ENSG00000236963,1,20687072,20757727,94,22,311007,-0.80501,0.78959,LINC01141
ENSG00000261485,13,28710980,28712330,7,3,283509,-0.80501,0.78959,PAN3-AS1
ENSG00000257513,18,11619508,11639698,771,112,320906,-0.80503,0.7896,NPIPB1P
ENSG00000270947,19,22638790,22639261,15,3,355380,-0.80503,0.7896,AC025811.3
ENSG00000254039,17,47991767,48010282,12,3,320870,-0.80509,0.78962,RP11-304F15.6
ENSG00000274341,17,30735032,30735328,4,2,283723,-0.80522,0.78965,NA
ENSG00000207086,2,9755396,9755502,41,8,329502,-0.80526,0.78966,Y_RNA
ENSG00000176984,11,120039685,120042387,127,26,338100,-0.80527,0.78967,AP000679.2
ENSG00000279359,10,82009466,82013877,38,6,307266,-0.80558,0.78976,NA
ENSG00000201678,12,49321722,49321816,1,1,351975,-0.80573,0.7898,Y_RNA
ENSG00000213820,20,44728157,44728815,22,8,344668,-0.80575,0.78981,RPL13P2
ENSG00000179412,1,13182991,13183872,122,4,351144,-0.80581,0.78982,HNRNPCP5
ENSG00000259001,14,20811207,20811844,12,3,356824,-0.8058,0.78982,RPPH1
ENSG00000207343,22,20771087,20771189,57,12,323884,-0.80583,0.78983,RNU6-225P
ENSG00000070770,16,58191811,58231824,38,8,346918,-0.80597,0.78987,CSNK2A2
ENSG00000140057,14,96858448,96955764,30,9,345302,-0.806,0.78988,AK7
ENSG00000229894,4,166198964,166200831,130,28,327216,-0.80613,0.78991,GK3P
ENSG00000207073,19,50069929,50070029,7,3,352986,-0.80624,0.78995,Y_RNA
ENSG00000222982,12,114942681,114942992,73,18,317886,-0.80638,0.78999,RN7SKP216
ENSG00000007866,6,35441374,35464853,111,33,316479,-0.80643,0.79,TEAD3
ENSG00000211448,14,80663870,80697397,141,46,335420,-0.8064,0.79,DIO2
ENSG00000057663,6,106493298,106773666,167,38,314096,-0.8065,0.79002,ATG5
ENSG00000110092,11,69455855,69469242,217,48,323449,-0.8065,0.79002,CCND1
ENSG00000237686,6,43963460,44042389,39,10,331911,-0.8065,0.79002,RP5-1120P11.1
ENSG00000265902,11,74431313,74431382,7,3,344995,-0.80649,0.79002,MIR4696
ENSG00000244677,14,68616337,68616625,2,1,356970,-0.80659,0.79005,RN7SL706P
ENSG00000274525,5,180718674,180722573,4,1,348334,-0.80679,0.7901,NA
ENSG00000279147,3,141655549,141657389,9,3,315047,-0.80677,0.7901,NA
ENSG00000225856,9,91585802,91586256,80,8,348433,-0.80679,0.79011,PCNPP2
ENSG00000218283,1,220426912,220427878,9,4,323846,-0.80705,0.79018,MORF4L1P1
ENSG00000134470,10,5985602,6020150,355,82,324727,-0.80711,0.7902,IL15RA
ENSG00000211750,7,142364198,142364710,33,11,326451,-0.80714,0.79021,TRBV24-1
ENSG00000222465,9,72803487,72803666,6,2,354608,-0.80717,0.79021,RNU2-5P
ENSG00000242775,3,55394471,55395857,9,3,315932,-0.80722,0.79023,RP11-875H7.2
ENSG00000143398,1,151171028,151222007,119,25,317592,-0.8073,0.79025,PIP5K1A
ENSG00000146083,5,175953698,175964421,7,4,324273,-0.80731,0.79025,RNF44
ENSG00000134827,11,59620273,59634048,105,14,317507,-0.80733,0.79026,TCN1
ENSG00000107371,9,37779711,37785061,7,3,338900,-0.8074,0.79028,EXOSC3
ENSG00000225785,20,51068003,51072158,8,3,354470,-0.80746,0.7903,RP4-583K8.1
ENSG00000258594,15,27866680,27874435,21,2,329611,-0.80757,0.79033,RP11-30G8.2
ENSG00000214919,3,155459931,155461515,9,4,331824,-0.80781,0.7904,AC104472.1
ENSG00000270094,1,228581991,228584668,11,3,216013,-0.80788,0.79042,RP11-245P10.8
ENSG00000273225,10,47740330,47744824,9,5,242041,-0.8079,0.79042,AC244230.3
ENSG00000141854,19,14183348,14185874,9,3,270976,-0.80799,0.79045,hsa-mir-1199
ENSG00000186469,14,52292913,52436518,107,35,318886,-0.80805,0.79047,GNG2
ENSG00000233690,10,101457164,101457706,5,1,356978,-0.80809,0.79048,EBAG9P1
ENSG00000233916,6,29675902,29676324,464,42,320248,-0.8081,0.79048,ZDHHC20P1
ENSG00000006453,7,97920963,98030380,122,16,298725,-0.80831,0.79054,BAIAP2L1
ENSG00000233106,20,31860068,31860463,14,4,325252,-0.80834,0.79055,RPL12P3
ENSG00000272293,8,400714,401343,11,4,349803,-0.80836,0.79056,RP11-91J19.3
ENSG00000235879,13,90823120,90824053,17,5,327374,-0.80839,0.79057,FAR1P1
ENSG00000279714,22,36487196,36489400,3,1,351552,-0.8085,0.7906,NA
ENSG00000237719,6,36059768,36060423,102,21,340260,-0.80862,0.79063,RP1-179N16.3
ENSG00000082014,7,150936059,150974538,161,47,317803,-0.80872,0.79066,SMARCD3
ENSG00000251568,5,5375836,5376949,192,48,333228,-0.8089,0.79071,ALG3P1
ENSG00000111837,6,10762956,10838788,251,42,320884,-0.80895,0.79073,MAK
ENSG00000252351,11,131255144,131255258,9,3,238068,-0.80896,0.79073,RNU6ATAC12P
ENSG00000214128,7,138482697,138522846,32,6,313157,-0.80907,0.79076,TMEM213
ENSG00000250723,4,33852213,33981558,6,3,285404,-0.80917,0.79079,RP11-79E3.2
ENSG00000197587,1,46972668,46979898,51,13,313521,-0.80922,0.7908,DMBX1
ENSG00000185219,3,44473212,44519162,105,25,303892,-0.80923,0.79081,ZNF445
ENSG00000259814,15,29901880,29903416,10,4,304030,-0.80923,0.79081,RP11-300A12.2
ENSG00000121931,1,111489807,111506701,9,6,346122,-0.80943,0.79087,LRIF1
ENSG00000158092,3,136581050,136668665,135,17,331570,-0.80944,0.79087,NCK1
ENSG00000176407,2,85198216,85286595,180,43,323056,-0.80949,0.79088,KCMF1
ENSG00000242398,17,60083100,60083348,4,2,354120,-0.8095,0.79088,RN7SL800P
ENSG00000151500,11,134118173,134123264,13,4,305735,-0.80956,0.7909,THYN1
