GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,Gene.name
ENSG00000215939,9,28888877,28888953,63,11,334677,-1.4898,0.93186,MIR873
ENSG00000120693,13,37418968,37494409,47,9,262352,-1.4905,0.93195,SMAD9
ENSG00000273264,1,85932978,85933343,9,4,356299,-1.4905,0.93196,RP11-131L23.2
ENSG00000201523,6,19438514,19438649,10,4,354076,-1.4906,0.93197,RNA5SP205
ENSG00000164713,7,97910979,97922275,6,3,298465,-1.4913,0.93206,BRI3
ENSG00000257582,10,101286107,101290934,37,4,354818,-1.4913,0.93207,RP11-129J12.2
ENSG00000124097,20,56063448,56064083,152,32,314826,-1.4917,0.93211,HMGB1P1
ENSG00000274602,22,20383513,20427835,15,5,295917,-1.4921,0.93216,NA
ENSG00000252467,20,50518830,50518934,79,19,332253,-1.4921,0.93217,RNU6-347P
ENSG00000163958,3,195924320,195938266,72,23,330329,-1.4922,0.93218,ZDHHC19
ENSG00000014919,10,101471601,101491857,10,3,356616,-1.4928,0.93226,COX15
ENSG00000250714,8,23082746,23088428,12,4,328064,-1.4928,0.93226,RP11-1149O23.4
ENSG00000225545,1,170556390,170557377,4,2,303370,-1.4929,0.93227,RP11-545I10.2
ENSG00000258357,12,94914866,94915645,4,2,333047,-1.493,0.93229,RP11-778J16.2
ENSG00000226871,17,8221406,8222030,10,5,322787,-1.4933,0.93232,AC135178.7
ENSG00000253916,8,134768088,134768889,8,5,292187,-1.4933,0.93232,CTD-2309H9.2
ENSG00000116273,1,6673745,6684093,5,2,354503,-1.4934,0.93233,PHF13
ENSG00000265388,12,6453720,6453999,9,3,264723,-1.4936,0.93235,RN7SL391P
ENSG00000202205,17,27772318,27772418,2,1,357063,-1.4936,0.93236,RNU6-1034P
ENSG00000202428,3,57521979,57522085,11,4,330781,-1.4937,0.93237,RNU6-108P
ENSG00000258872,14,55351567,55352931,16,6,325566,-1.4937,0.93237,FDPSP3
ENSG00000126804,14,64970703,65000408,21,6,321721,-1.4942,0.93244,ZBTB1
ENSG00000222078,6,90710941,90711225,3,2,331700,-1.4945,0.93247,RN7SKP110
ENSG00000144230,2,128403439,128410213,30,11,323090,-1.4945,0.93248,GPR17
ENSG00000174173,3,101280706,101285290,11,5,323407,-1.4946,0.93249,TRMT10C
ENSG00000181626,18,12093852,12127938,151,23,324965,-1.4946,0.9325,ANKRD62
ENSG00000174917,19,5678433,5680907,4,1,355651,-1.4948,0.93251,C19orf70
ENSG00000266756,8,103137660,103137743,13,5,355135,-1.4948,0.93252,MIR5680
ENSG00000139842,13,113862507,113921422,223,35,319703,-1.4952,0.93257,CUL4A
ENSG00000253633,8,103540968,103550896,14,6,313428,-1.4957,0.93264,KB-1980E6.3
ENSG00000087077,7,100464760,100471076,10,6,353845,-1.496,0.93267,TRIP6
ENSG00000169006,2,11798304,11810290,20,7,298978,-1.4962,0.9327,NTSR2
ENSG00000033178,4,68478370,68566897,119,20,319092,-1.4964,0.93272,UBA6
ENSG00000183199,4,88812995,88815167,28,3,353786,-1.4969,0.93279,HSP90AB3P
ENSG00000279296,17,6676150,6679435,23,6,322093,-1.4969,0.93279,NA
ENSG00000279706,9,70865385,70866572,1,1,286429,-1.497,0.9328,NA
ENSG00000254920,11,48914808,48920255,7,2,356777,-1.497,0.93281,RP11-56P9.6
ENSG00000188483,9,131937831,131940541,309,59,311232,-1.4971,0.93282,IER5L
ENSG00000229425,21,16742819,16999661,380,73,334632,-1.4971,0.93282,AJ006998.2
ENSG00000170044,3,101818088,102198685,124,27,317268,-1.4972,0.93283,ZPLD1
ENSG00000221434,6,117766553,117766604,35,8,286917,-1.4973,0.93284,AL132671.1
ENSG00000275709,15,45877955,45878502,4,1,357038,-1.4979,0.93292,NA
ENSG00000252670,16,69814940,69815031,3,1,354373,-1.4981,0.93295,Y_RNA
ENSG00000230403,13,31569299,31570275,112,22,334387,-1.4984,0.93298,LINC01066
ENSG00000224476,19,41675766,41676071,13,3,349143,-1.4985,0.933,RPL36P16
ENSG00000255289,8,61573379,61577089,4,2,337308,-1.4988,0.93303,RP11-91I20.1
ENSG00000252014,4,132689295,132689404,6,2,353766,-1.4993,0.93311,SNORA70
ENSG00000211881,14,23005092,23005151,5,2,298754,-1.4995,0.93312,TRAJ8
ENSG00000262815,17,9368059,9370739,11,5,290361,-1.4994,0.93312,RP11-565F19.4
ENSG00000163492,2,179737748,179914786,229,40,339512,-1.4996,0.93314,CCDC141
ENSG00000158156,1,28285973,28294607,31,5,334941,-1.4997,0.93315,XKR8
ENSG00000196411,7,100400187,100425143,10,4,320563,-1.4997,0.93315,EPHB4
ENSG00000225092,6,7183316,7185520,4,2,283137,-1.4997,0.93316,RP11-405O10.2
ENSG00000283329,9,38694260,38720425,42,12,295241,-1.4997,0.93316,NA
ENSG00000214922,6,29694378,29716826,132,21,345548,-1.5006,0.93327,HLA-F-AS1
ENSG00000251619,4,189697811,189706665,28,2,346591,-1.5006,0.93327,RP11-756P10.5
ENSG00000253728,8,143915554,143916356,14,4,305265,-1.5007,0.93329,RP11-706C16.5
ENSG00000169220,5,176784838,176799602,6,2,343154,-1.5008,0.9333,RGS14
ENSG00000244509,22,39410088,39416357,15,7,340274,-1.5008,0.9333,APOBEC3C
ENSG00000232806,21,42931052,42934885,9,3,308800,-1.5011,0.93334,AP001610.9
ENSG00000185344,12,124196865,124246302,145,37,329234,-1.5013,0.93336,ATP6V0A2
ENSG00000228950,2,20650803,20652708,140,41,321220,-1.5014,0.93338,AC023137.2
ENSG00000258048,12,80083924,80172231,4,1,266058,-1.5015,0.93338,RP11-530C5.1
ENSG00000211716,7,142239537,142240058,23,10,301166,-1.502,0.93345,TRBV9
ENSG00000276045,12,122064455,122080583,15,6,283707,-1.502,0.93345,NA
ENSG00000248564,4,331886,332372,13,4,319027,-1.5021,0.93347,RP11-478C6.2
ENSG00000106346,7,6144515,6201195,116,30,300685,-1.5029,0.93357,USP42
ENSG00000267192,19,56898781,56899793,11,4,346590,-1.5031,0.93359,AC006116.12
ENSG00000219642,6,129478668,129480265,1,1,291385,-1.5032,0.9336,BMPR1APS1
ENSG00000221511,15,100332502,100332584,2,1,354604,-1.5033,0.93363,AC090825.1
ENSG00000252249,6,94588824,94588947,6,3,340708,-1.5034,0.93363,SNORA18
ENSG00000266990,19,999795,1002756,41,13,293286,-1.5034,0.93363,AC004528.4
ENSG00000078674,8,17780349,17887453,741,83,308166,-1.5035,0.93364,PCM1
ENSG00000234981,1,206702248,206703039,2,1,351682,-1.5036,0.93365,RP11-534L20.4
ENSG00000240755,21,15515902,15516479,10,4,296686,-1.5045,0.93377,ERLEC1P1
ENSG00000243388,14,57445127,57446339,12,4,355075,-1.505,0.93384,RPL3P3
ENSG00000239857,7,916189,936073,34,10,246316,-1.5051,0.93385,GET4
ENSG00000272933,10,104402549,104403897,4,2,337313,-1.5051,0.93385,RP11-47A8.5
ENSG00000057663,6,106493298,106773666,245,37,312574,-1.5054,0.93389,ATG5
ENSG00000183421,21,43159529,43187266,126,40,323506,-1.5061,0.93398,RIPK4
ENSG00000200085,1,248192422,248192523,75,20,337349,-1.5062,0.934,Y_RNA
ENSG00000206629,4,68295309,68295472,10,3,349370,-1.5064,0.93402,RNU1-63P
ENSG00000279590,19,3567276,3567957,6,2,290698,-1.5066,0.93404,NA
ENSG00000177354,10,50507238,50535532,34,10,324423,-1.5069,0.93408,C10orf71
ENSG00000172059,2,10183682,10194963,310,60,323893,-1.507,0.9341,KLF11
ENSG00000227047,2,20699331,20701071,26,15,304228,-1.5072,0.93412,AC012065.4
ENSG00000251871,8,53950189,53950309,114,16,320211,-1.5072,0.93413,AC016113.1
ENSG00000200998,4,79553427,79553539,7,3,326776,-1.5075,0.93416,Y_RNA
ENSG00000226643,1,222626080,222628047,383,31,324029,-1.5077,0.93419,RP11-358H9.1
ENSG00000207651,3,188406569,188406654,67,15,338126,-1.5079,0.93421,MIR28
ENSG00000226389,10,50979887,50981345,11,4,222021,-1.5084,0.93428,RP11-507K13.4
ENSG00000220537,6,82973713,82974691,35,10,351529,-1.5086,0.9343,RP3-492P14.2
ENSG00000242456,3,165878991,165879756,14,2,356683,-1.5087,0.93431,RP11-12N13.4
ENSG00000158773,1,161009041,161015767,19,5,307582,-1.509,0.93435,USF1
ENSG00000252275,4,189637819,189637879,17,3,334090,-1.5091,0.93436,RNU7-192P
ENSG00000183474,5,68856035,68889594,71,13,310902,-1.5092,0.93438,GTF2H2C
ENSG00000213025,10,70392128,70392484,10,4,320638,-1.5094,0.9344,COX20P1
ENSG00000270130,12,124445264,124445791,13,2,350776,-1.5094,0.9344,RP11-214K3.23
ENSG00000139112,12,10365404,10375729,70,12,350938,-1.5095,0.93442,GABARAPL1
ENSG00000265623,4,144264613,144264688,4,2,337805,-1.5095,0.93442,MIR3139
ENSG00000271560,8,102349724,102349877,464,60,334952,-1.5098,0.93446,KB-1410C5.4
ENSG00000212658,17,39458078,39459103,272,32,325955,-1.5101,0.93449,KRTAP29-1
ENSG00000213051,1,185195940,185196832,3,2,311341,-1.5103,0.93451,RPL5P5
ENSG00000280486,19,1386803,1389650,16,4,299249,-1.5102,0.93451,NA
ENSG00000255083,11,56785575,56786496,11,3,356744,-1.5105,0.93455,OR5AK1P
ENSG00000240567,3,161144215,161166030,14,4,267463,-1.5107,0.93457,RP11-3P17.4
ENSG00000267558,18,43368495,43368635,6,2,345067,-1.5116,0.93468,RP11-618K16.4
ENSG00000179271,19,13063933,13068050,6,3,342490,-1.5117,0.93469,GADD45GIP1
ENSG00000182333,10,90424198,90438571,14,5,285565,-1.512,0.93473,LIPF
ENSG00000056558,9,123664671,123691451,88,9,327846,-1.5123,0.93477,TRAF1
ENSG00000243701,3,106959539,107045811,41,17,328505,-1.5124,0.93478,LINC00883
ENSG00000274213,17,54991547,54991894,2,1,148250,-1.513,0.93486,NA
ENSG00000280109,21,42547158,42557166,33,14,264684,-1.5131,0.93488,NA
ENSG00000273692,21,15077174,15077839,102,20,332235,-1.5133,0.9349,NA
ENSG00000275741,13,110438178,110460599,23,5,339111,-1.5134,0.93491,NA
ENSG00000165300,13,88324870,88348527,104,26,305322,-1.5135,0.93492,SLITRK5
ENSG00000252433,1,67568328,67568462,7,3,347222,-1.5138,0.93496,SNORA31
ENSG00000238108,1,190766654,190767086,9,4,355330,-1.514,0.93498,RP11-463J7.3
ENSG00000008283,17,61509665,61523739,20,6,342628,-1.5141,0.93499,CYB561
ENSG00000278388,7,93544299,93544420,13,4,326124,-1.5141,0.935,NA
ENSG00000207108,1,185599560,185599660,7,2,319971,-1.5143,0.93503,Y_RNA
ENSG00000172733,8,30853318,30891231,50,9,326229,-1.515,0.93511,PURG
ENSG00000200243,5,6848240,6848575,62,13,344946,-1.5155,0.93518,RN7SKP79
ENSG00000180745,10,129676105,129691211,207,50,313994,-1.5156,0.93519,CLRN3
ENSG00000157216,1,54691106,54872092,508,82,313961,-1.5163,0.93528,SSBP3
ENSG00000251359,4,184018170,184020352,7,4,335213,-1.5164,0.93529,WWC2-AS2
ENSG00000261730,6,1384025,1385301,276,54,319682,-1.5164,0.93529,RP4-668J24.2
ENSG00000215452,20,45042867,45087915,10,3,350335,-1.5167,0.93532,ZNF663P
ENSG00000215043,2,194994078,194994990,2,1,348504,-1.5167,0.93533,GLULP6
ENSG00000203506,3,29567742,29684300,109,17,298755,-1.5168,0.93534,RBMS3-AS2
ENSG00000184371,1,110453255,110473614,49,18,281911,-1.517,0.93536,CSF1
ENSG00000105185,19,33071974,33078358,13,6,331023,-1.5171,0.93538,PDCD5
ENSG00000183148,9,42368303,42411410,1,1,286429,-1.5173,0.9354,ANKRD20A2
ENSG00000233207,9,42363048,42367092,1,1,286429,-1.5173,0.9354,RP11-216M21.7
ENSG00000237017,19,54622891,54628722,27,10,301681,-1.5175,0.93543,AC012314.8
ENSG00000253802,8,40156260,40200921,192,51,319029,-1.5176,0.93545,CTA-392C11.1
ENSG00000251819,15,101092025,101092127,179,30,315892,-1.5181,0.9355,RNU6-322P
ENSG00000175535,10,118305443,118327367,4,2,322097,-1.5182,0.93552,PNLIP
ENSG00000271851,17,9456640,9459013,5,2,235865,-1.5182,0.93552,RP11-565F19.2
ENSG00000232886,21,18235195,18246011,9,5,308431,-1.5183,0.93553,AF212831.2
ENSG00000236811,20,13373324,13374321,9,2,352618,-1.5184,0.93555,GAPDHP2
ENSG00000113100,5,26880709,27038693,10,3,265308,-1.5187,0.93558,CDH9
ENSG00000151612,4,146678779,146859787,7,4,342990,-1.5191,0.93563,ZNF827
ENSG00000104059,15,29412457,29862927,76,23,319382,-1.5192,0.93564,FAM189A1
ENSG00000109738,4,157997209,158093242,662,77,336157,-1.5193,0.93566,GLRB
ENSG00000236438,3,197880158,197949384,2,1,286429,-1.5194,0.93567,FAM157A
ENSG00000249247,4,156372769,156373557,6,3,168310,-1.5194,0.93567,RP11-627H22.9
ENSG00000182118,1,231154704,231175992,11,6,349828,-1.5199,0.93573,FAM89A
ENSG00000258549,14,84271840,84271984,9,4,314114,-1.5199,0.93573,RP11-22K10.1
ENSG00000274469,20,36199505,36212337,561,81,323088,-1.5199,0.93573,NA
ENSG00000280893,16,29823582,29831413,3,2,326052,-1.5199,0.93574,NA
ENSG00000102879,16,30194743,30200397,7,4,290800,-1.52,0.93575,CORO1A
ENSG00000221234,2,166670725,166670864,19,5,326171,-1.5202,0.93577,AC009495.1
ENSG00000090659,19,7804880,7812450,29,8,315048,-1.5203,0.93578,CD209
ENSG00000228897,7,51454060,51454798,4,2,349176,-1.5203,0.93579,CTD-2021A8.2
ENSG00000253670,8,24998909,24999483,63,9,353172,-1.5216,0.93594,RP11-429O2.1
ENSG00000184492,2,114256242,114258732,8,4,295483,-1.5217,0.93596,FOXD4L1
ENSG00000244926,11,43930842,43942494,12,5,237636,-1.5218,0.93596,ALKBH3-AS1
ENSG00000234015,6,12583147,12585636,88,16,332172,-1.5221,0.93601,RP11-125M16.1
ENSG00000270395,12,31407295,31407379,11,4,353121,-1.5222,0.93602,RP11-627K11.4
ENSG00000242593,7,123672259,124035172,69,15,332966,-1.5222,0.93603,RP5-921G16.1
ENSG00000250602,5,125769197,125826063,22,9,326469,-1.5223,0.93603,RP11-517I3.1
ENSG00000187151,11,101761405,101787253,9,5,346462,-1.5223,0.93604,ANGPTL5
ENSG00000152192,13,79172497,79177695,15,5,318614,-1.5224,0.93605,POU4F1
ENSG00000239096,3,179332563,179332666,4,2,90464,-1.5227,0.93609,snoU13
ENSG00000248746,11,66313866,66330800,27,6,329540,-1.5233,0.93616,ACTN3
ENSG00000249664,5,82308104,82308928,4,2,337719,-1.5233,0.93616,CTD-2227C6.2
ENSG00000267498,19,29704142,29706722,14,3,289742,-1.5235,0.93618,CTB-32O4.2
ENSG00000166263,17,53046126,53250993,432,59,326640,-1.5237,0.93621,STXBP4
ENSG00000222316,5,76433792,76433901,39,9,317539,-1.5237,0.93621,AC008581.1
ENSG00000171813,10,134210672,134231367,107,23,326617,-1.5238,0.93622,PWWP2B
ENSG00000249772,5,80409204,80410671,10,5,316840,-1.5239,0.93623,CTD-2193P3.2
ENSG00000273221,1,111727037,111727683,6,3,307434,-1.5241,0.93625,RP5-1180E21.5
ENSG00000059915,10,104162374,104179691,33,12,283939,-1.5242,0.93627,PSD
ENSG00000107862,10,104005289,104142656,161,29,309045,-1.5243,0.93629,GBF1
ENSG00000234255,2,65667022,65683705,19,4,295813,-1.5256,0.93644,AC012370.3
ENSG00000275481,12,46782639,46785909,13,3,248417,-1.5257,0.93646,NA
ENSG00000250321,4,336610,336751,4,1,355420,-1.5259,0.93648,RP11-478C6.4
ENSG00000283219,4,17559515,17559668,5,2,283163,-1.5259,0.93648,NA
ENSG00000224981,7,126508821,126510586,7,3,355270,-1.5264,0.93654,AC000367.1
ENSG00000212442,3,35298332,35298438,6,3,356557,-1.5268,0.93659,RNU6-243P
ENSG00000249924,4,156207314,156208288,7,3,244949,-1.5267,0.93659,RP11-27G13.1
ENSG00000125851,20,17206752,17465223,375,37,329287,-1.5272,0.93665,PCSK2
ENSG00000239116,4,184503348,184503454,241,38,308262,-1.5273,0.93665,snoU13
ENSG00000140859,16,57792129,57836935,43,11,331008,-1.5281,0.93675,KIFC3
ENSG00000216058,3,189547711,189547798,10,4,319407,-1.5283,0.93678,MIR944
ENSG00000130876,19,33699570,33716756,80,19,333369,-1.5286,0.93682,SLC7A10
ENSG00000259966,16,32611620,32626960,39,19,276119,-1.5286,0.93682,RP11-652G5.1
ENSG00000260388,13,48504288,48506757,39,14,344868,-1.5288,0.93685,LINC00562
ENSG00000270553,17,58590551,58590911,2,1,320195,-1.529,0.93687,RP11-15E18.5
ENSG00000185386,22,50702142,50708822,16,6,310101,-1.5296,0.93694,MAPK11
ENSG00000169181,16,27798856,28074830,202,51,325214,-1.5297,0.93695,GSG1L
ENSG00000249419,4,162943885,162968719,15,5,298596,-1.5298,0.93697,RP11-497K21.1
ENSG00000105501,19,52115180,52148798,28,11,301011,-1.53,0.937,SIGLEC5
ENSG00000264906,12,47757969,47758052,12,6,307821,-1.5303,0.93703,MIR4494
ENSG00000198900,20,39657458,39753127,91,22,327572,-1.5305,0.93705,TOP1
ENSG00000047056,10,1095478,1178237,27,12,314368,-1.5307,0.93707,WDR37
ENSG00000256797,12,10034088,10048432,11,3,328807,-1.5307,0.93707,KLRF2
ENSG00000173726,1,235272651,235292251,67,21,335540,-1.5311,0.93712,TOMM20
ENSG00000228473,13,88031727,88032513,15,6,293019,-1.5311,0.93712,LIN28AP2
ENSG00000206077,5,711923,767067,469,86,299474,-1.5311,0.93713,ZDHHC11B
ENSG00000221390,1,171070869,171070947,15,5,327637,-1.5314,0.93716,MIR1295A
ENSG00000239967,7,143774814,143774918,6,3,305004,-1.5316,0.93719,OR2A41P
ENSG00000261326,1,23607802,23613245,10,2,350401,-1.5316,0.93719,RP5-1057J7.6
ENSG00000260206,15,75928480,75931580,6,2,353252,-1.5316,0.9372,CTD-2026K11.2
ENSG00000164953,8,94767085,94830285,83,20,328407,-1.5319,0.93723,TMEM67
ENSG00000234898,2,92145462,92151636,3,1,308366,-1.5323,0.93728,CHEK2P3
ENSG00000269402,17,30506379,30506885,2,1,357017,-1.5323,0.93728,AC116407.2
ENSG00000280408,17,1255364,1255549,12,4,349417,-1.5326,0.93732,NA
ENSG00000254683,8,7001154,7001363,381,55,321361,-1.5327,0.93733,AF228730.12
ENSG00000208008,19,52196507,52196592,16,5,314247,-1.5331,0.93737,MIR125A
ENSG00000149100,11,32605371,32627808,27,7,354678,-1.5331,0.93738,EIF3M
ENSG00000120215,9,5890802,5910606,17,6,338147,-1.5336,0.93743,MLANA
ENSG00000231791,1,184298205,184301960,7,2,356248,-1.5337,0.93745,RP11-382D12.1
ENSG00000153283,3,111260856,111371219,20,6,338319,-1.5338,0.93746,CD96
ENSG00000213770,10,27638646,27639219,19,3,320058,-1.5338,0.93746,FAM210CP
ENSG00000263644,17,61468552,61508450,4,2,263433,-1.5343,0.93752,RP11-269G24.3
ENSG00000078699,20,32077893,32237842,170,24,321264,-1.5344,0.93753,CBFA2T2
ENSG00000230411,1,247830189,247831143,14,2,352365,-1.5351,0.93761,OR3D1P
ENSG00000234471,7,523744,535755,186,43,286429,-1.535,0.93761,AC147651.1
ENSG00000196550,1,206137237,206155151,724,105,323203,-1.5353,0.93765,FAM72A
ENSG00000271419,1,114896608,114897800,4,2,350561,-1.5358,0.93771,RP4-591B8.3
ENSG00000141837,19,13317256,13617317,652,137,301834,-1.5362,0.93776,CACNA1A
ENSG00000187531,17,79869815,79876070,2,1,287685,-1.5363,0.93776,SIRT7
ENSG00000197550,9,69830288,69848759,4,2,286429,-1.5363,0.93776,RP11-460N11.2
ENSG00000260066,5,1725264,1728287,74,12,316494,-1.5364,0.93778,CTD-2587M23.1
ENSG00000224189,2,177037923,177053686,26,4,341279,-1.5365,0.9378,HOXD-AS1
ENSG00000251418,4,149447645,149448291,22,5,348852,-1.5366,0.93781,RP11-655B23.1
ENSG00000160185,21,43823971,43867791,84,23,340280,-1.5367,0.93782,UBASH3A
ENSG00000222883,3,76014131,76014220,5,3,271736,-1.5369,0.93784,Y_RNA
ENSG00000215456,22,22972536,22978624,267,60,282026,-1.5369,0.93785,BCRP4
ENSG00000183562,11,3011093,3012574,17,6,347481,-1.5377,0.93794,AC131971.1
ENSG00000280078,14,76745516,76749446,16,5,354837,-1.5377,0.93794,NA
ENSG00000256566,20,2447858,2489553,9,3,346804,-1.5379,0.93796,RP4-734P14.4
ENSG00000121073,17,47778305,47785561,34,14,318788,-1.5384,0.93802,SLC35B1
ENSG00000161149,22,21362482,21368581,22,7,315251,-1.5383,0.93802,TUBA3FP
ENSG00000262561,16,33922937,33923144,8,5,286429,-1.5383,0.93802,CTD-2522B17.8
ENSG00000227342,21,31581469,31584101,6,3,284498,-1.5385,0.93803,LINC00307
ENSG00000253073,5,82981685,82981837,11,4,338109,-1.5384,0.93803,RN7SKP295
ENSG00000254190,8,95602343,95602487,3,2,355525,-1.5385,0.93804,RP11-267M23.5
ENSG00000268785,19,6593340,6594066,11,4,308105,-1.5392,0.93812,RPL7P50
ENSG00000275834,7,95936122,95936186,5,2,355224,-1.5393,0.93814,NA
ENSG00000233437,7,56943078,56949839,11,5,234900,-1.5396,0.93817,RP13-580B18.1
ENSG00000170260,7,148936742,148952700,29,14,290229,-1.5397,0.93818,ZNF212
ENSG00000115163,2,27008865,27017461,73,12,327497,-1.5397,0.93819,CENPA
ENSG00000225710,1,16875146,16879026,62,18,303118,-1.5399,0.93821,RP5-875O13.6
ENSG00000240107,3,103257479,103259331,25,8,308379,-1.54,0.93821,RP11-628J14.1
ENSG00000274307,15,25953617,25956016,20,7,334542,-1.5405,0.93828,NA
ENSG00000128016,19,39897453,39900052,4,2,323335,-1.5412,0.93837,ZFP36
ENSG00000169676,4,9783304,9785633,43,13,296554,-1.5414,0.93839,DRD5
ENSG00000274124,12,48546600,48546911,6,2,356162,-1.5414,0.93839,NA
ENSG00000279456,9,70983742,70985743,390,65,332708,-1.5414,0.93839,NA
ENSG00000212522,14,56535161,56535245,1,1,6415,-1.5415,0.9384,Y_RNA
ENSG00000223162,9,27198285,27198399,23,9,355752,-1.5416,0.93842,RNA5SP280
ENSG00000131773,8,136469700,136659853,142,20,324440,-1.542,0.93847,KHDRBS3
ENSG00000091656,8,77593454,77779521,107,28,316876,-1.5423,0.9385,ZFHX4
ENSG00000119865,2,68511303,68547138,45,14,319085,-1.5424,0.93851,CNRIP1
ENSG00000236691,3,102959831,102960074,15,5,352123,-1.5424,0.93851,NDUFA4P2
ENSG00000234219,1,207935929,207936608,7,3,356539,-1.5427,0.93855,RP11-454L1.2
ENSG00000167515,16,88922628,88929094,31,6,280791,-1.5428,0.93856,TRAPPC2L
ENSG00000141101,16,69775770,69788843,24,12,327136,-1.5434,0.93863,NOB1
ENSG00000267116,18,12192202,12192933,9,2,341709,-1.5434,0.93863,RP11-64C12.7
ENSG00000232398,4,68632198,68639572,5,2,352645,-1.5436,0.93865,TMPRSS11CP
ENSG00000269889,3,169487437,169489831,13,3,278376,-1.5439,0.93869,RP11-816J6.3
ENSG00000163629,4,87515468,87736324,270,14,323439,-1.5443,0.93874,PTPN13
ENSG00000253891,8,24027470,24034593,537,52,333868,-1.5442,0.93874,RP11-203E8.1
ENSG00000204876,7,155755326,155759037,10,3,340132,-1.5447,0.93879,AC021218.2
ENSG00000167862,17,73008769,73017356,7,3,304490,-1.5448,0.9388,ICT1
ENSG00000225518,1,226271340,226277993,14,6,322574,-1.5454,0.93887,RP11-396C23.2
ENSG00000214691,2,42104214,42121186,140,19,339142,-1.5456,0.9389,AC104654.1
ENSG00000175073,8,67540722,67579452,36,8,323691,-1.546,0.93895,VCPIP1
ENSG00000282375,8,688548,690374,67,16,331480,-1.5461,0.93896,NA
ENSG00000206177,16,215977,216767,37,12,229579,-1.5464,0.939,HBM
ENSG00000158079,9,96793076,96872138,12,5,355930,-1.5466,0.93902,PTPDC1
ENSG00000152404,11,107197071,107328570,27,7,356274,-1.547,0.93907,CWF19L2
ENSG00000225537,7,45500311,45581781,58,18,309429,-1.547,0.93907,AC073325.1
ENSG00000225488,7,56549798,56550988,47,16,318168,-1.5473,0.9391,RP11-760D2.1
ENSG00000211945,14,106641563,106642056,6,3,286429,-1.5483,0.93923,IGHV1-18
ENSG00000260172,15,57611336,57616106,21,6,333646,-1.5488,0.93929,RP11-358M11.3
ENSG00000263705,6,10439950,10440027,11,4,326094,-1.5491,0.93932,MIR5689
ENSG00000197632,18,61554934,61571124,14,3,325959,-1.5493,0.93935,SERPINB2
ENSG00000242147,10,5636954,5638081,17,5,305285,-1.5495,0.93936,RP13-463N16.6
ENSG00000117877,19,45909467,45914024,26,6,327400,-1.5496,0.93938,CD3EAP
ENSG00000257545,12,106889736,107168696,5,3,286557,-1.5497,0.93939,RP11-144F15.1
ENSG00000237731,21,27015801,27016528,7,3,347009,-1.5499,0.93942,RNGTTP1
ENSG00000244560,7,148982372,148994403,43,11,292878,-1.5499,0.93942,RP4-800G7.2
ENSG00000268242,11,11747060,11747257,66,15,342762,-1.5501,0.93944,AC131935.1
ENSG00000132432,7,54819943,54827667,77,19,317563,-1.5505,0.93949,SEC61G
ENSG00000241673,3,128936936,128937193,76,19,333322,-1.5506,0.9395,RPS27P12
ENSG00000267044,19,45639251,45640235,30,7,316369,-1.551,0.93955,AC005757.6
ENSG00000261402,9,19926092,19929935,291,65,302278,-1.5511,0.93956,RP11-378I6.1
ENSG00000265169,3,8741697,8741784,1,1,286429,-1.5514,0.9396,AC034187.3
ENSG00000258448,14,73534816,73535326,6,2,356181,-1.5515,0.93961,RP11-109N23.5
ENSG00000244031,4,29964266,29965380,12,3,331302,-1.5516,0.93962,RPS3AP17
ENSG00000268262,19,39805291,39811498,4,2,353238,-1.5521,0.93968,CTC-246B18.8
ENSG00000279073,9,139925769,139934839,8,4,258077,-1.5522,0.93969,NA
ENSG00000230037,2,137087011,137087483,18,4,341116,-1.5523,0.9397,UBBP1
ENSG00000235191,19,49414187,49422148,13,5,317211,-1.5522,0.9397,NUCB1-AS1
ENSG00000165646,10,119000604,119038941,16,6,347587,-1.5523,0.93971,SLC18A2
ENSG00000237896,7,80804824,80828431,23,6,283876,-1.5524,0.93971,AC005008.2
ENSG00000222370,1,220373888,220374018,9,4,324319,-1.5524,0.93972,SNORA36B
ENSG00000237460,1,107360861,107380789,4,2,321399,-1.5525,0.93973,RP11-233E12.1
ENSG00000250603,5,127174178,127193496,4,1,355415,-1.5527,0.93975,CTC-228N24.2
ENSG00000273160,1,167426979,167429128,11,5,232588,-1.5529,0.93977,RP11-104L21.3
ENSG00000270314,7,7775374,7776482,26,4,356225,-1.553,0.93978,GS1-165B14.2
ENSG00000124191,20,42543504,42698256,215,43,323523,-1.5531,0.9398,TOX2
ENSG00000088992,12,117476729,117537274,99,18,325940,-1.5531,0.93981,TESC
ENSG00000111057,12,53342655,53346685,4,2,340828,-1.5533,0.93982,KRT18
ENSG00000219023,6,35523650,35524041,98,25,331818,-1.5534,0.93984,RP3-340B19.2
ENSG00000241392,4,132641417,132641698,404,63,327643,-1.5534,0.93984,RN7SL205P
ENSG00000248295,5,115310210,115311972,15,6,265763,-1.5536,0.93986,CTC-555I19.1
ENSG00000275025,17,48175824,48176263,8,3,347529,-1.5539,0.9399,NA
ENSG00000266809,18,22269878,22270125,7,3,351397,-1.5544,0.93995,RP11-449D8.3
ENSG00000125434,17,8191081,8198661,18,7,354786,-1.5544,0.93996,SLC25A35
ENSG00000165185,9,115249127,115431677,72,19,339871,-1.5546,0.93997,KIAA1958
ENSG00000201098,7,148684228,148684340,8,2,346634,-1.5549,0.94001,RNY1
